Product ID,Store ID,Stock Levels,Supplier Lead Time (days),Stockout Frequency,Reorder Point,Expiry Date,Warehouse Capacity,Order Fulfillment Time (days),Warehouse Utilization,Inventory Alert,Safety Stock,Recommended Reorder Point
7517,10,726,8,0,162,2024-10-26,1168,9,0.6215753424657534,0,0.0,162.0
5500,62,551,1,16,127,2024-05-20,1620,3,0.34012345679012346,0,26.4,153.4
9739,55,544,28,5,46,2024-12-01,3130,8,0.17380191693290734,0,43.654896632565745,89.65489663256574
9965,54,886,22,19,145,2024-03-01,3891,7,0.22770496016448213,0,147.04453407046452,292.0445340704645
9265,38,843,23,8,97,2024-05-16,4646,12,0.18144640551011623,0,63.30497610772789,160.3049761077279
5520,21,649,12,9,58,2024-09-22,4649,11,0.13959991395999138,0,51.44190898479565,109.44190898479565
7000,34,371,19,17,92,2024-01-20,1763,9,0.210436755530346,0,122.26711536631589,214.2671153663159
9358,79,937,4,7,191,2024-12-22,3698,4,0.2533802055164954,0,23.099999999999998,214.1
6632,47,235,6,12,71,2024-04-26,3628,4,0.06477398015435501,0,48.499896907106915,119.49989690710692
7455,95,44,16,4,72,2024-08-08,1545,2,0.0284789644012945,1,26.4,98.4
8103,36,676,24,2,122,2024-06-07,1970,2,0.3431472081218274,0,16.166632302368974,138.16663230236898
4677,1,934,24,12,60,2024-02-24,2271,12,0.4112725671510348,0,96.99979381421383,156.99979381421383
8700,4,766,20,16,115,2024-09-03,3480,12,0.22011494252873562,0,118.0643892119889,233.0643892119889
9646,51,424,10,2,121,2024-03-29,1240,12,0.3419354838709677,0,10.435516278555651,131.43551627855564
2698,79,370,9,2,36,2024-09-06,3848,11,0.09615384615384616,0,9.899999999999999,45.9
1729,9,211,17,16,94,2024-05-23,3682,13,0.05730581205866377,0,108.84998851630624,202.84998851630624
3283,39,67,28,5,56,2024-03-25,4945,13,0.013549039433771486,0,43.654896632565745,99.65489663256574
6468,18,823,29,17,39,2024-02-18,4140,6,0.19879227053140097,0,151.0538728401228,190.0538728401228
4323,33,928,8,19,162,2024-08-31,2757,3,0.3365977511788176,0,88.67119036079306,250.67119036079305
9818,59,627,24,19,24,2024-05-27,1486,1,0.42193808882907136,0,153.58300687250525,177.58300687250525
3689,90,842,10,11,198,2024-10-15,4562,1,0.1845681718544498,0,57.395339532056084,255.39533953205608
4997,98,722,3,16,192,2024-09-07,2122,2,0.3402450518378888,0,45.72614131981835,237.72614131981834
6557,33,725,12,17,116,2024-10-09,2157,12,0.33611497450162264,0,97.168050304614,213.16805030461398
5407,62,744,7,6,19,2024-04-19,2985,2,0.2492462311557789,0,26.192937979539444,45.192937979539444
7368,13,660,8,18,44,2024-06-29,3584,12,0.18415178571428573,0,84.00428560496185,128.00428560496186
3955,44,852,24,8,120,2024-04-16,1558,9,0.5468549422336328,0,64.6665292094759,184.6665292094759
3346,87,751,8,13,185,2024-07-24,4885,11,0.15373592630501534,0,60.66976182580578,245.66976182580578
2415,99,420,13,18,15,2024-02-18,4470,11,0.09395973154362416,0,107.08487288128048,122.08487288128048
1596,58,887,25,13,159,2024-11-15,1333,6,0.6654163540885222,0,107.25,266.25
7844,83,714,24,1,28,2024-01-30,3435,13,0.20786026200873362,0,8.083316151184487,36.08331615118449
1260,98,360,26,2,197,2024-09-04,4537,8,0.0793475865109103,0,16.826764394856188,213.82676439485618
8886,65,483,12,0,189,2024-04-30,2801,5,0.17243841485183864,0,0.0,189.0
9773,32,38,1,7,106,2024-05-09,2804,8,0.01355206847360913,1,11.549999999999999,117.55
1628,40,208,24,4,92,2024-12-17,1187,7,0.17523167649536647,0,32.33326460473795,124.33326460473795
3579,65,574,7,18,70,2024-08-23,2141,10,0.26809901914992995,0,78.57881393861834,148.57881393861834
5046,80,224,9,19,18,2024-10-08,4822,6,0.046453753629199505,0,94.05,112.05
5750,54,43,9,1,151,2024-01-14,3430,5,0.012536443148688046,1,4.949999999999999,155.95
3383,18,287,27,5,43,2024-01-28,1370,1,0.20948905109489052,0,42.868257487329714,85.86825748732971
7014,86,863,18,16,170,2024-12-19,2967,11,0.29086619480957193,0,112.0057141399491,282.0057141399491
5254,19,161,8,5,23,2024-12-06,1391,12,0.11574406901509705,0,23.33452377915607,46.33452377915607
8900,77,81,21,19,159,2024-06-12,4115,4,0.01968408262454435,1,143.66374803686557,302.66374803686557
8704,54,560,8,0,128,2024-03-18,1682,5,0.3329369797859691,0,0.0,128.0
6253,51,967,3,7,183,2024-09-17,3882,3,0.24909840288511076,0,20.00518682742053,203.00518682742052
2874,56,562,6,6,50,2024-07-24,1231,13,0.4565393988627132,0,24.249948453553458,74.24994845355346
8145,83,609,23,9,151,2024-11-16,1264,14,0.48180379746835444,0,71.21809812119388,222.21809812119386
9866,54,676,15,5,150,2024-09-24,2939,8,0.23001020755358967,0,31.95211260621119,181.9521126062112
2712,49,145,25,6,134,2024-08-03,3682,7,0.03938077131993482,0,49.49999999999999,183.5
7087,87,425,15,3,145,2024-11-10,2853,5,0.14896600070101648,0,19.171267563726712,164.1712675637267
8203,23,921,8,19,84,2024-05-25,2266,7,0.4064430714916152,0,88.67119036079306,172.67119036079305
8366,54,385,6,15,20,2024-01-04,2982,10,0.12910798122065728,0,60.62487113388365,80.62487113388366
5230,38,953,5,7,145,2024-11-22,1480,12,0.643918918918919,0,25.82658514012257,170.82658514012257
9864,29,923,16,9,68,2024-12-26,1615,2,0.5715170278637771,0,59.4,127.4
7639,31,929,8,9,50,2024-03-13,4225,6,0.21988165680473373,0,42.002142802480925,92.00214280248093
9145,35,38,9,4,33,2024-10-14,4172,11,0.009108341323106424,0,19.799999999999997,52.8
5233,56,425,23,15,160,2024-02-04,2891,8,0.14700795572466274,0,118.6968302019898,278.69683020198977
5870,26,563,28,9,159,2024-09-23,1371,9,0.41064916119620715,0,78.57881393861834,237.57881393861834
9091,46,89,7,3,57,2024-08-08,2051,10,0.04339346660165773,0,13.096468989769722,70.09646898976972
9937,78,364,2,6,125,2024-03-17,2043,7,0.17816935878609888,0,14.00071426749364,139.00071426749363
6460,23,821,27,2,47,2024-06-14,4237,4,0.19376917630398868,0,17.147302994931884,64.14730299493189
8775,83,795,11,5,61,2024-08-13,2631,4,0.30216647662485746,0,27.36215452043205,88.36215452043206
4573,51,867,18,7,56,2024-12-24,2851,14,0.30410382321992285,0,49.002499936227736,105.00249993622774
3221,35,313,18,5,29,2024-06-08,4429,12,0.07067058026642584,0,35.0017856687341,64.0017856687341
9949,85,392,11,2,48,2024-02-06,1801,1,0.21765685730149917,0,10.944861808172819,58.94486180817282
1556,48,805,10,9,86,2024-10-06,1768,10,0.45531674208144796,0,46.95982325350043,132.95982325350042
4413,23,843,17,17,173,2024-04-02,3216,13,0.2621268656716418,0,115.65311279857536,288.65311279857536
8965,75,902,1,0,22,2024-08-06,3697,14,0.24398160670814173,0,0.0,22.0
9649,36,152,16,9,99,2024-08-23,4274,13,0.035563874590547495,0,59.4,158.4
9881,56,928,16,18,61,2024-08-24,1479,5,0.6274509803921569,0,118.8,179.8
4752,49,812,20,13,34,2024-07-24,4641,14,0.17496229260935142,0,95.92731623474099,129.927316234741
1343,6,62,18,16,23,2024-11-05,2184,4,0.028388278388278388,0,112.0057141399491,135.0057141399491
4719,87,945,1,1,21,2024-07-23,4010,7,0.23566084788029926,0,1.65,22.65
2319,76,411,1,2,53,2024-08-24,1748,6,0.2351258581235698,0,3.3,56.3
2721,49,453,15,7,176,2024-03-18,3226,5,0.14042157470551767,0,44.73295764869566,220.73295764869567
4739,91,578,29,17,158,2024-06-28,2377,9,0.24316365166175852,0,151.0538728401228,309.05387284012284
4561,18,649,4,7,88,2024-03-22,2536,13,0.25591482649842273,0,23.099999999999998,111.1
1817,52,956,5,10,20,2024-09-26,4564,2,0.20946538124452235,0,36.89512162874653,56.89512162874653
5253,36,304,3,7,145,2024-04-29,2159,12,0.14080592867068087,0,20.00518682742053,165.00518682742052
4385,41,390,21,16,85,2024-11-28,3710,2,0.10512129380053908,0,120.97999834683417,205.97999834683418
4841,38,554,12,2,93,2024-07-30,4691,13,0.11809848646344064,0,11.431535329954588,104.43153532995458
4950,53,174,15,4,56,2024-01-21,3369,6,0.051647373107747106,0,25.56169008496895,81.56169008496894
8511,40,836,18,4,38,2024-05-25,2882,14,0.2900763358778626,0,28.001428534987276,66.00142853498727
1127,72,878,9,15,79,2024-03-17,4314,10,0.20352341214649977,0,74.25,153.25
7036,50,56,25,10,183,2024-04-28,3126,13,0.017914267434420986,1,82.5,265.5
5057,65,874,29,10,130,2024-07-22,4198,6,0.2081943782753692,0,88.85521931771932,218.85521931771933
8492,39,710,17,16,39,2024-09-22,4976,13,0.14268488745980706,0,108.84998851630624,147.84998851630624
2400,62,477,29,16,166,2024-10-17,2407,5,0.1981719983381803,0,142.1683509083509,308.16835090835093
7185,53,674,11,4,90,2024-01-18,1833,13,0.36770321876704853,0,21.889723616345638,111.88972361634563
8624,34,809,6,18,116,2024-09-12,2282,12,0.35451358457493426,0,72.74984536066039,188.7498453606604
2502,69,301,22,6,124,2024-07-19,4029,4,0.07470836435840159,0,46.43511602225195,170.43511602225195
6766,67,351,28,8,121,2024-10-04,2660,5,0.1319548872180451,0,69.84783461210519,190.8478346121052
9719,88,746,12,13,102,2024-07-16,3267,9,0.2283440465258647,0,74.30497964470483,176.30497964470482
3880,23,87,10,3,195,2024-04-27,1079,9,0.08063021316033364,1,15.653274417833476,210.65327441783347
4674,93,567,8,13,91,2024-10-08,1181,10,0.48010160880609654,0,60.66976182580578,151.66976182580578
2026,13,904,14,6,88,2024-04-05,4349,12,0.2078638767532766,0,37.04240812906201,125.04240812906201
8214,49,31,15,10,44,2024-07-25,1178,14,0.02631578947368421,1,63.90422521242238,107.90422521242238
4584,57,75,29,18,192,2024-07-21,1339,4,0.05601194921583271,1,159.93939477189477,351.93939477189474
2841,52,814,11,15,118,2024-11-21,4246,13,0.19170984455958548,0,82.08646356129614,200.08646356129614
6495,26,608,16,14,137,2024-05-04,4974,5,0.1222356252513068,0,92.39999999999999,229.39999999999998
3254,24,409,4,6,20,2024-03-25,3090,1,0.13236245954692558,0,19.799999999999997,39.8
8260,50,653,28,0,81,2024-01-22,1436,10,0.45473537604456826,0,0.0,81.0
8146,31,156,10,0,146,2024-09-20,4636,4,0.03364969801553063,0,0.0,146.0
7460,67,715,3,4,27,2024-03-17,1673,1,0.4273759713090257,0,11.431535329954588,38.431535329954585
9470,70,816,10,18,172,2024-09-14,4324,9,0.1887141535615171,0,93.91964650700086,265.91964650700083
4703,54,382,10,7,134,2024-10-28,2282,1,0.16739702015775634,0,36.52430697494478,170.52430697494478
6788,56,436,29,4,170,2024-11-30,2186,4,0.19945105215004574,0,35.542087727087726,205.54208772708773
8657,16,140,5,18,150,2024-06-01,4039,14,0.03466204506065858,1,66.41121893174376,216.41121893174375
4553,55,353,10,13,148,2024-05-11,3099,3,0.11390771216521459,0,67.83085581061174,215.83085581061175
1118,74,159,27,0,82,2024-08-24,2909,3,0.054657958061189414,0,0.0,82.0
8767,25,883,22,9,188,2024-10-14,3797,4,0.23255201474848564,0,69.65267403337793,257.65267403337793
2351,90,89,7,5,65,2024-07-17,3844,12,0.02315296566077003,0,21.827448316282872,86.82744831628287
3647,69,841,4,15,26,2024-05-25,2435,8,0.34537987679671456,0,49.5,75.5
2148,25,326,20,5,91,2024-12-15,2339,14,0.1393758016246259,0,36.89512162874653,127.89512162874652
5592,84,774,22,19,133,2024-07-02,4312,13,0.1794990723562152,0,147.04453407046452,280.0445340704645
3231,22,697,9,12,164,2024-07-23,3572,9,0.19512877939529674,0,59.39999999999999,223.39999999999998
6637,51,325,16,14,180,2024-01-16,4360,4,0.07454128440366972,0,92.39999999999999,272.4
4692,37,932,13,9,93,2024-04-27,2402,3,0.38800999167360534,0,53.54243644064024,146.54243644064024
1834,14,346,29,18,10,2024-06-29,2828,9,0.12234794908062235,0,159.93939477189477,169.93939477189477
8563,96,716,21,12,63,2024-09-25,3383,10,0.21164646763227904,0,90.73499876012562,153.73499876012562
9305,6,286,19,19,40,2024-03-03,2497,7,0.1145374449339207,0,136.65148188000012,176.65148188000012
3749,20,990,10,17,196,2024-12-12,2651,3,0.37344398340248963,0,88.70188836772304,284.70188836772303
3122,82,284,10,5,96,2024-03-21,3525,10,0.08056737588652482,0,26.088790696389133,122.08879069638914
1084,31,405,11,4,167,2024-04-29,4296,6,0.09427374301675978,0,21.889723616345638,188.88972361634563
5407,28,990,25,3,85,2024-07-11,4354,13,0.2273771244832338,0,24.749999999999996,109.75
1772,93,101,13,0,140,2024-03-17,2887,9,0.034984412885348114,1,0.0,140.0
4467,79,617,8,18,93,2024-09-08,3574,13,0.17263570229434808,0,84.00428560496185,177.00428560496186
4478,35,931,4,15,142,2024-03-27,2252,7,0.41341030195381884,0,49.5,191.5
6828,24,102,16,9,28,2024-09-23,1191,8,0.08564231738035265,0,59.4,87.4
4715,31,843,24,15,85,2024-06-05,1027,7,0.8208373904576436,0,121.2497422677673,206.24974226776732
8746,98,770,28,14,10,2024-08-09,4118,13,0.18698397280233123,0,122.23371057118408,132.23371057118408
2538,73,524,29,3,110,2024-04-30,2554,12,0.20516836335160532,0,26.65656579531579,136.6565657953158
1884,74,864,17,18,116,2024-06-11,2781,10,0.3106796116504854,0,122.45623708084452,238.45623708084452
3460,90,934,6,12,171,2024-09-14,1246,2,0.7495987158908507,0,48.499896907106915,219.49989690710692
9261,44,558,12,10,168,2024-01-06,4907,11,0.11371510087629916,0,57.157676649772945,225.15767664977295
1898,23,140,8,6,71,2024-07-18,2111,4,0.06631927996210327,0,28.00142853498728,99.00142853498728
7684,52,216,9,5,56,2024-07-26,1519,7,0.1421988150098749,0,24.75,80.75
7765,1,978,13,1,181,2024-01-02,2386,14,0.4098910310142498,0,5.9491596045155815,186.9491596045156
2944,77,759,27,11,197,2024-04-07,4663,4,0.16277074844520695,0,94.31016647212536,291.3101664721254
2013,14,38,6,14,107,2024-11-12,4005,12,0.009488139825218476,1,56.583213058291406,163.5832130582914
8260,13,493,29,11,42,2024-05-28,3823,8,0.12895631702851165,0,97.74074124949124,139.74074124949124
1764,24,879,20,5,131,2024-08-09,3879,13,0.2266047950502707,0,36.89512162874653,167.89512162874652
3831,84,388,7,17,47,2024-07-14,4437,10,0.08744647284201036,0,74.21332427536176,121.21332427536176
9108,42,667,3,9,192,2024-12-30,3513,2,0.18986621121548533,0,25.720954492397826,217.72095449239782
9119,36,190,22,6,181,2024-05-04,3132,6,0.06066411238825032,0,46.43511602225195,227.43511602225195
7202,69,244,8,9,27,2024-07-31,1504,3,0.1622340425531915,0,42.002142802480925,69.00214280248093
2487,1,159,17,6,111,2024-10-04,3471,6,0.045808124459809856,0,40.81874569361484,151.81874569361483
2795,91,653,19,18,165,2024-11-19,1590,5,0.4106918238993711,0,129.45929862315802,294.459298623158
1285,12,60,12,3,65,2024-01-15,4964,12,0.012087026591458501,1,17.14730299493188,82.14730299493188
9717,5,192,4,6,189,2024-02-28,3654,11,0.052545155993431854,0,19.799999999999997,208.8
8059,5,368,9,13,110,2024-02-26,1581,10,0.232764073371284,0,64.35,174.35
8647,1,895,28,9,148,2024-10-01,2660,3,0.33646616541353386,0,78.57881393861834,226.57881393861834
8377,59,894,14,16,151,2024-12-26,2515,3,0.3554671968190855,0,98.77975501083205,249.77975501083205
4127,33,508,26,0,186,2024-07-06,1530,1,0.33202614379084966,0,0.0,186.0
8116,41,822,22,12,15,2024-06-05,4106,4,0.20019483682415976,0,92.8702320445039,107.8702320445039
3000,24,475,12,17,23,2024-11-23,1420,9,0.3345070422535211,0,97.168050304614,120.168050304614
9885,29,285,22,5,197,2024-01-09,1683,1,0.16934046345811052,0,38.695930018543294,235.6959300185433
9404,68,722,3,19,129,2024-02-22,1329,3,0.5432656132430399,0,54.2997928172843,183.2997928172843
2644,22,836,2,5,72,2024-02-13,3615,1,0.23125864453665285,0,11.667261889578034,83.66726188957803
7433,71,432,10,18,191,2024-03-05,1163,9,0.3714531384350817,0,93.91964650700086,284.91964650700083
9840,71,157,22,9,141,2024-08-14,1319,3,0.11902956785443518,0,69.65267403337793,210.65267403337793
3807,66,707,19,5,154,2024-04-09,1620,10,0.4364197530864197,0,35.96091628421056,189.96091628421055
7569,9,796,25,19,179,2024-01-16,2298,5,0.3463881636205396,0,156.75,335.75
1558,74,901,4,18,100,2024-09-22,3184,4,0.2829773869346734,0,59.4,159.4
1804,49,917,12,3,58,2024-03-18,4628,14,0.19814174589455488,0,17.14730299493188,75.14730299493188
9300,57,773,16,18,168,2024-03-25,4963,7,0.15575256901067902,0,118.8,286.8
4199,68,846,4,19,172,2024-04-30,2056,11,0.41147859922178986,0,62.699999999999996,234.7
6105,59,307,27,5,95,2024-09-26,3789,1,0.08102401689100026,0,42.868257487329714,137.8682574873297
8670,27,744,8,12,33,2024-03-29,2585,9,0.28781431334622826,0,56.00285706997456,89.00285706997457
5998,62,69,12,18,137,2024-06-26,2853,12,0.024185068349106203,1,102.8838179695913,239.8838179695913
7394,38,732,16,18,71,2024-03-16,3701,2,0.19778438259929748,0,118.8,189.8
7881,52,666,26,1,11,2024-09-15,4294,6,0.15510013972985562,0,8.413382197428094,19.413382197428092
3335,4,649,19,10,187,2024-05-06,4176,11,0.15541187739463602,0,71.92183256842112,258.9218325684211
7412,83,855,16,13,21,2024-01-13,4988,13,0.17141138732959102,0,85.8,106.8
2185,49,783,19,14,144,2024-07-01,2298,4,0.34073107049608353,0,100.69056559578956,244.69056559578956
2177,3,387,3,4,53,2024-11-02,4313,14,0.08972872710410387,0,11.431535329954588,64.43153532995458
7407,75,190,7,8,20,2024-07-26,3284,14,0.05785627283800244,0,34.923917306052594,54.923917306052594
8222,88,635,10,17,151,2024-12-23,2734,3,0.23226042428675933,0,88.70188836772304,239.70188836772303
1673,24,782,24,5,112,2024-09-20,4813,7,0.16247662580511116,0,40.41658075592243,152.41658075592244
1959,28,917,18,14,15,2024-08-26,2925,3,0.3135042735042735,0,98.00499987245547,113.00499987245547
2896,29,677,2,13,98,2024-01-18,4921,8,0.13757366388945336,0,30.33488091290289,128.3348809129029
9763,70,11,7,13,90,2024-10-16,3719,14,0.0029577843506318905,1,56.75136562233547,146.75136562233547
7989,34,966,12,12,19,2024-01-15,1616,8,0.5977722772277227,0,68.58921197972752,87.58921197972752
1841,14,190,26,11,22,2024-02-28,1441,5,0.131852879944483,0,92.54720417170903,114.54720417170903
6967,2,272,12,17,48,2024-05-10,2862,11,0.09503843466107617,0,97.168050304614,145.16805030461398
5913,77,833,14,15,18,2024-11-16,4991,12,0.16690042075736325,0,92.60602032265504,110.60602032265504
7949,53,387,14,7,82,2024-01-06,2171,2,0.17825886688162138,0,43.21614281723902,125.21614281723902
