Product ID,Date,Store ID,Sales Quantity,Price,Promotions,Seasonality Factors,External Factors,Demand Trend,Customer Segments,Forecasted Demand
4762,2024-07-02,81,47,99.58,No,Holiday,Weather,Decreasing,Budget,246.27582371617402
1155,2024-10-18,3,12,57.93,Yes,,Competitor Pricing,Decreasing,Budget,241.34840167538124
6215,2024-07-02,10,480,68.93,Yes,Festival,,Increasing,Regular,247.15735800002338
4711,2024-11-24,27,164,78.3,No,,Competitor Pricing,Increasing,Regular,242.13135501034927
1087,2024-07-24,50,360,21.0,Yes,Festival,,Increasing,Regular,251.16759986580664
7520,2024-01-22,77,357,87.55,No,Festival,Economic Indicator,Decreasing,Regular,248.16561863436075
2004,2024-01-24,72,308,56.15,No,Holiday,,Stable,Budget,246.39707473797256
9970,2024-12-09,19,370,75.01,Yes,Festival,Weather,Stable,Premium,248.2185212796154
2964,2024-07-14,82,24,78.71,Yes,Holiday,Economic Indicator,Stable,Premium,255.64630911213982
2222,2024-03-08,88,421,87.93,Yes,Festival,Competitor Pricing,Stable,Regular,251.66246555185103
1657,2024-09-15,19,283,7.67,Yes,Holiday,Economic Indicator,Stable,Premium,254.5590555953632
8799,2024-03-10,81,255,67.83,Yes,Holiday,Weather,Decreasing,Regular,260.6550624241696
1411,2024-05-08,73,30,31.16,Yes,Festival,Competitor Pricing,Decreasing,Regular,254.15716288505138
1486,2024-03-29,69,418,6.34,No,Holiday,Economic Indicator,Decreasing,Premium,253.7155865518965
6139,2024-09-21,13,319,97.02,No,Festival,Weather,Increasing,Budget,234.71036556305
3151,2024-08-27,67,149,48.8,Yes,,Economic Indicator,Decreasing,Budget,247.4812010967695
9109,2024-10-12,93,101,41.31,No,Festival,Weather,Increasing,Premium,249.0749121117676
7227,2024-10-26,48,250,43.43,No,Festival,,Decreasing,Premium,246.52337451039867
9208,2024-10-09,80,110,21.46,No,,Weather,Stable,Premium,250.3860630520636
4667,2024-07-28,43,340,89.71,No,Festival,Weather,Increasing,Regular,242.7949120569521
7391,2024-02-16,26,273,66.88,No,Festival,Competitor Pricing,Increasing,Budget,237.72311042549603
3247,2024-11-27,67,254,48.35,No,Festival,Economic Indicator,Increasing,Premium,244.6729131908022
2899,2024-12-30,16,130,13.95,Yes,Festival,Competitor Pricing,Decreasing,Premium,249.57723422440887
4236,2024-09-27,67,221,62.32,No,Holiday,,Decreasing,Regular,252.97131929431558
5746,2024-03-18,59,48,96.23,No,,Competitor Pricing,Increasing,Regular,243.85859209959932
3269,2024-10-23,81,429,16.61,Yes,Festival,Competitor Pricing,Stable,Regular,255.6109680891766
7082,2024-12-29,36,102,60.72,No,Holiday,Competitor Pricing,Stable,Premium,249.28656385634824
4534,2024-12-10,64,124,56.8,No,Holiday,Weather,Decreasing,Regular,253.30068526232253
4714,2024-09-17,31,103,83.53,No,Holiday,Competitor Pricing,Stable,Regular,248.57932347049388
9538,2024-05-07,52,35,29.11,No,Festival,,Stable,Regular,249.6175734617486
1486,2024-08-02,2,400,61.0,No,Festival,,Stable,Premium,239.4518827611925
1789,2024-10-23,86,228,91.66,Yes,,Competitor Pricing,Stable,Budget,245.2349047189184
2612,2024-02-10,39,150,65.6,No,Holiday,Economic Indicator,Increasing,Regular,248.49151934405063
3371,2024-07-26,78,108,58.55,No,,Weather,Increasing,Regular,246.77881081230555
9739,2024-10-15,46,485,7.31,No,Holiday,Weather,Stable,Regular,255.96601044783364
8530,2024-10-03,72,368,61.87,No,,Competitor Pricing,Decreasing,Budget,243.5973687943416
8606,2024-02-05,10,452,82.4,Yes,Festival,,Increasing,Regular,247.2020366986348
4619,2024-03-24,97,287,77.24,No,Holiday,Weather,Increasing,Budget,246.98350978058053
2527,2024-03-16,25,420,18.3,No,Festival,Competitor Pricing,Stable,Premium,244.00265040890957
7282,2024-12-14,37,45,52.07,No,,Weather,Increasing,Regular,245.41434216529177
1096,2024-03-16,89,401,74.83,Yes,,Economic Indicator,Increasing,Premium,249.30645362689208
1954,2024-01-02,27,481,28.69,Yes,Festival,Weather,Stable,Budget,244.62276380333498
5443,2024-04-25,71,334,46.6,No,Festival,,Decreasing,Regular,249.2552670044446
6685,2024-03-15,83,206,30.89,Yes,,Competitor Pricing,Increasing,Regular,255.00233501071455
4691,2024-05-02,49,3,83.15,Yes,Holiday,,Stable,Regular,255.19330207487883
1879,2024-03-16,81,362,71.64,No,Holiday,Weather,Stable,Budget,246.2710791204694
9804,2024-12-29,66,124,24.03,No,,Economic Indicator,Increasing,Premium,248.2547327135319
6256,2024-11-27,92,194,77.57,Yes,Holiday,Economic Indicator,Stable,Regular,259.39420690354916
3183,2024-10-11,53,484,41.6,Yes,Festival,Economic Indicator,Stable,Premium,250.34361858911623
2452,2024-11-11,20,75,94.23,No,Holiday,,Stable,Budget,240.44425663152867
8463,2024-01-01,8,394,68.61,No,,Weather,Decreasing,Regular,244.42065674662234
5546,2024-12-27,73,293,35.28,Yes,Holiday,Competitor Pricing,Decreasing,Regular,260.6794380384787
1533,2024-04-04,47,343,44.52,No,Festival,Economic Indicator,Increasing,Budget,238.68656290463701
6657,2024-08-04,38,268,75.6,No,Festival,Competitor Pricing,Increasing,Regular,243.78308608613574
1847,2024-12-05,81,45,98.99,Yes,Holiday,Weather,Increasing,Premium,252.93384021965298
2749,2024-05-21,25,434,73.29,No,Holiday,,Stable,Regular,248.04359115940647
7683,2024-06-01,81,53,53.73,No,,Weather,Stable,Premium,248.0751929747529
3003,2024-11-23,69,94,43.18,No,,Weather,Stable,Budget,242.05856299760148
8921,2024-03-27,24,204,50.87,Yes,Holiday,Economic Indicator,Stable,Budget,250.82489018828204
9533,2024-05-08,51,299,73.76,Yes,Holiday,,Increasing,Budget,250.52736111246782
3945,2024-10-27,63,195,24.94,Yes,Festival,,Increasing,Budget,246.98693414952962
2131,2024-10-18,52,252,11.16,No,Festival,,Stable,Budget,242.19409316971723
5860,2024-12-08,94,66,44.38,No,Festival,Weather,Decreasing,Premium,249.59129377086484
1701,2024-10-19,22,335,26.99,No,Festival,,Decreasing,Regular,245.41631216571167
2259,2024-07-09,4,75,29.95,No,Festival,Competitor Pricing,Increasing,Premium,240.55016806978176
6089,2024-04-17,39,220,93.24,No,Holiday,,Increasing,Premium,246.18523435892854
9718,2024-06-22,1,111,71.65,No,,Weather,Decreasing,Budget,238.23718464819441
1719,2024-07-23,20,10,89.77,Yes,Festival,Competitor Pricing,Increasing,Regular,245.16142788347528
3187,2024-04-30,82,302,46.37,No,,Competitor Pricing,Decreasing,Budget,243.40699890565878
6892,2024-11-02,52,51,9.22,No,,Economic Indicator,Decreasing,Regular,250.58946693399645
5794,2024-04-22,97,66,98.56,Yes,Holiday,Weather,Decreasing,Premium,257.2534286322969
5670,2024-06-11,39,303,40.25,Yes,Holiday,Weather,Stable,Budget,251.4739963396988
5488,2024-09-04,36,287,22.68,Yes,Festival,Weather,Stable,Budget,246.8609368288905
8405,2024-08-25,40,257,93.87,No,,Weather,Increasing,Budget,237.70104326815525
9467,2024-10-13,31,201,30.73,No,,Weather,Decreasing,Budget,242.76746414584784
4633,2024-08-20,47,23,13.28,Yes,Festival,Competitor Pricing,Increasing,Regular,252.6063162851309
6260,2024-07-19,85,452,99.57,No,Holiday,Weather,Stable,Regular,252.37937380579666
3101,2024-10-28,4,378,42.08,No,Holiday,Competitor Pricing,Increasing,Regular,247.27710008640534
9934,2024-10-05,95,484,32.93,No,Holiday,Weather,Increasing,Premium,255.3310307420306
6168,2024-08-15,16,141,13.64,Yes,Holiday,,Decreasing,Budget,251.94299604304373
9104,2024-09-01,8,66,38.12,No,,,Increasing,Budget,238.61790882310868
5934,2024-03-25,16,39,23.34,No,Holiday,Economic Indicator,Increasing,Premium,248.54364369071274
2773,2024-11-17,31,430,20.76,No,Holiday,Weather,Stable,Regular,251.667779033842
7224,2024-10-22,27,487,79.91,No,,Competitor Pricing,Decreasing,Budget,238.7242020443264
5052,2024-06-23,55,323,93.79,No,Holiday,Competitor Pricing,Decreasing,Regular,250.53384370067
8803,2024-02-02,22,489,51.07,Yes,,Weather,Stable,Regular,251.22291322565167
1839,2024-04-22,90,1,9.9,Yes,Festival,,Decreasing,Premium,255.01038421544686
4002,2024-02-23,87,126,95.56,Yes,,Weather,Stable,Premium,250.09419553278647
9349,2024-12-24,49,426,50.31,No,,Economic Indicator,Decreasing,Budget,242.92454418648674
7102,2024-07-23,3,303,47.63,Yes,,Economic Indicator,Increasing,Premium,246.4741599905318
2081,2024-02-24,76,287,89.22,Yes,Festival,Competitor Pricing,Decreasing,Premium,249.464448579973
2644,2024-08-21,19,198,29.84,No,Festival,Weather,Decreasing,Premium,243.68575839669637
9303,2024-07-16,29,176,47.22,No,,Competitor Pricing,Stable,Budget,240.8494676685476
9104,2024-08-13,2,93,67.18,Yes,,Weather,Stable,Budget,242.97999955992427
2179,2024-08-14,2,455,95.0,No,Festival,,Stable,Regular,239.52710157400037
5229,2024-09-24,84,228,36.53,No,Festival,Competitor Pricing,Stable,Regular,250.11432156427082
1745,2024-12-10,62,189,76.85,No,Festival,Economic Indicator,Stable,Budget,239.13117480866447
4513,2024-05-07,50,407,69.69,No,Festival,Weather,Decreasing,Budget,240.24532473156702
3560,2024-08-10,90,265,50.6,Yes,Festival,Competitor Pricing,Decreasing,Premium,253.25368449450997
5380,2024-12-06,85,126,15.07,Yes,,Weather,Decreasing,Premium,255.6873079517764
9745,2024-11-09,16,299,6.36,Yes,Festival,Competitor Pricing,Increasing,Budget,246.51877583931463
8493,2024-04-01,66,192,39.48,Yes,Festival,Economic Indicator,Increasing,Regular,253.9579902358949
4301,2024-03-05,24,79,42.03,No,Holiday,,Increasing,Budget,243.28305174819135
7895,2024-02-12,24,316,21.12,Yes,,Competitor Pricing,Stable,Budget,246.7420436730369
8985,2024-11-18,97,19,10.48,No,,Weather,Stable,Regular,254.01980138642622
7587,2024-07-12,47,404,53.54,Yes,Holiday,Weather,Decreasing,Premium,256.7078929300238
6953,2024-12-26,49,435,28.21,Yes,,,Stable,Premium,252.00329625935134
9969,2024-01-06,69,360,38.19,No,Holiday,Competitor Pricing,Decreasing,Regular,256.48450543659135
3352,2024-02-25,96,368,72.69,Yes,,,Decreasing,Budget,248.24434919925437
7875,2024-03-08,38,485,11.85,Yes,Holiday,Competitor Pricing,Stable,Budget,253.6613050699473
7812,2024-03-30,39,454,99.94,Yes,Festival,Competitor Pricing,Increasing,Budget,242.18439245964714
4069,2024-07-11,25,343,39.06,Yes,Festival,Weather,Increasing,Regular,249.4049316783487
9377,2024-07-06,82,398,57.98,No,Festival,Competitor Pricing,Decreasing,Premium,248.97925664321068
2504,2024-01-12,95,158,43.75,No,,,Stable,Premium,247.7894462353712
7957,2024-08-21,44,29,5.57,Yes,,Weather,Decreasing,Budget,249.92410904553304
8943,2024-08-19,50,178,86.95,Yes,,Weather,Decreasing,Budget,246.0187894835052
2641,2024-03-15,88,493,38.06,Yes,Holiday,,Increasing,Regular,258.9132203202183
7666,2024-08-25,18,375,32.67,No,,Competitor Pricing,Increasing,Budget,239.18994414319488
7309,2024-11-14,42,419,75.08,Yes,Holiday,Weather,Stable,Regular,256.16649545467266
1898,2024-07-08,63,203,68.35,No,Festival,Economic Indicator,Stable,Premium,243.86381531337017
1040,2024-02-16,52,163,26.04,No,Festival,,Decreasing,Premium,245.70082379014246
9317,2024-06-18,20,69,47.78,No,Holiday,Weather,Decreasing,Budget,246.24379186094137
7060,2024-05-29,24,203,11.58,Yes,Festival,,Decreasing,Budget,247.63128030642716
4115,2024-08-20,77,93,22.79,Yes,Festival,,Increasing,Budget,248.22203220444274
3672,2024-07-19,13,123,6.3,No,Holiday,,Stable,Premium,249.52500747961003
7223,2024-11-12,68,495,36.6,No,Holiday,Economic Indicator,Decreasing,Regular,255.665166937413
5412,2024-09-24,74,37,23.34,Yes,Festival,Competitor Pricing,Increasing,Regular,254.32369755334193
6820,2024-01-26,68,293,30.18,Yes,,Economic Indicator,Stable,Budget,249.2660145769528
2528,2024-02-08,28,150,57.94,Yes,Holiday,Weather,Decreasing,Regular,255.08526069969656
6291,2024-07-09,21,300,15.27,No,Holiday,,Increasing,Budget,245.28547270571642
3851,2024-11-25,26,369,42.27,No,Holiday,Economic Indicator,Stable,Budget,244.48216012693703
9769,2024-01-29,87,235,87.42,No,Holiday,,Decreasing,Premium,253.13001307647357
8284,2024-03-10,98,155,34.43,No,Festival,Competitor Pricing,Stable,Regular,252.33818938809821
1235,2024-10-20,44,218,58.46,No,Festival,Competitor Pricing,Decreasing,Budget,239.18138754099735
9780,2024-12-21,79,301,24.99,Yes,Holiday,Economic Indicator,Decreasing,Budget,257.3744444716372
6431,2024-04-29,39,463,32.45,No,,,Increasing,Budget,240.35705830733514
1215,2024-08-02,52,188,84.82,Yes,Festival,Competitor Pricing,Increasing,Premium,245.88106529878436
3668,2024-08-12,9,465,36.8,No,Festival,Competitor Pricing,Increasing,Budget,236.90075120808098
2259,2024-01-26,1,357,21.66,Yes,,Economic Indicator,Decreasing,Budget,243.77814932647877
7109,2024-12-04,5,401,93.48,Yes,,Weather,Stable,Regular,246.91554472466842
5877,2024-06-05,70,479,55.2,Yes,Festival,Weather,Increasing,Regular,252.47857696769387
7279,2024-10-04,4,181,33.09,Yes,,Competitor Pricing,Stable,Budget,244.3359402196619
7711,2024-09-03,35,499,46.38,Yes,Holiday,,Stable,Regular,257.3002506922192
8958,2024-08-30,79,133,97.7,Yes,Festival,Competitor Pricing,Stable,Budget,246.82429284565671
2973,2024-08-06,2,250,8.96,Yes,Holiday,Competitor Pricing,Decreasing,Budget,250.06218987730554
9168,2024-05-26,90,385,95.31,No,,Competitor Pricing,Stable,Premium,246.72927237803117
2850,2024-01-19,62,461,82.54,No,Holiday,Economic Indicator,Stable,Regular,250.4345153170562
9558,2024-01-26,24,486,50.19,No,,Weather,Stable,Budget,240.5238346814121
4244,2024-03-20,95,491,86.14,No,,Competitor Pricing,Decreasing,Premium,246.5675928522639
9509,2024-07-02,76,374,66.98,No,Holiday,Competitor Pricing,Decreasing,Budget,249.27846695748792
7049,2024-06-24,12,432,25.7,No,,Competitor Pricing,Increasing,Premium,243.04333010803077
6203,2024-09-01,46,12,36.96,No,Holiday,Economic Indicator,Increasing,Premium,250.1058842579565
2240,2024-02-02,48,386,83.13,No,Holiday,,Decreasing,Premium,247.85731682515373
6702,2024-11-12,56,367,64.78,No,Holiday,Economic Indicator,Decreasing,Premium,251.1592465587588
4258,2024-10-24,48,482,99.25,No,,,Increasing,Premium,240.54712253377838
2098,2024-08-02,57,351,39.78,No,Holiday,Competitor Pricing,Decreasing,Budget,246.8718995000572
5844,2024-09-20,51,272,23.4,No,Festival,Economic Indicator,Stable,Premium,246.911388529436
7146,2024-07-15,85,83,71.11,Yes,,Competitor Pricing,Increasing,Premium,251.1919036285168
3339,2024-01-17,61,2,53.97,No,Holiday,Economic Indicator,Increasing,Budget,245.1533892002066
6318,2024-09-06,13,146,81.57,Yes,Holiday,Economic Indicator,Stable,Regular,253.24496698864357
7384,2024-03-18,78,55,26.43,No,,Competitor Pricing,Stable,Budget,245.07352582592344
7548,2024-06-11,2,380,12.38,Yes,Festival,Economic Indicator,Stable,Budget,245.5809147199255
1647,2024-01-27,48,340,47.77,No,,,Increasing,Budget,238.50543342292522
8731,2024-05-21,2,415,39.25,Yes,Holiday,,Decreasing,Budget,250.29374166850369
